agency_code,collection_id,code,site_name,longitude,latitude,trap_type,collection_date,trap_problem,aedes_dorsalis_males,aedes_dorsalis_females-mixed,aedes_dorsalis_,aedes_melanimon_males,aedes_melanimon_females-mixed,aedes_nigromaculis_males,aedes_nigromaculis_females-mixed,aedes_sierrensis_males,aedes_sierrensis_females-mixed,aedes_squamiger_males,aedes_squamiger_females-mixed,aedes_vexans_males,aedes_vexans_females-mixed,aedes_washinoi_males,aedes_washinoi_females-mixed,anopheles_franciscanus_males,anopheles_franciscanus_females-mixed,anopheles_freeborni_males,anopheles_freeborni_females-mixed,anopheles_occidentalis_males,anopheles_occidentalis_females-mixed,anopheles_punctipennis_males,anopheles_punctipennis_females-mixed,culex_apicalis_males,culex_apicalis_females-mixed,culex_erythrothorax_males,culex_erythrothorax_females-mixed,culex_pipiens_males,culex_pipiens_females-mixed,culex_restuans_males,culex_restuans_females-mixed,culex_stigmatosoma_males,culex_stigmatosoma_females-mixed,culex_tarsalis_males,culex_tarsalis_females-mixed,culiseta_incidens_males,culiseta_incidens_females-mixed,culiseta_inornata_males,culiseta_inornata_females-mixed,culiseta_particeps_males,culiseta_particeps_females-mixed,total
ALCO,2439159,1018,Tom Bates Regional Sports Center,-122.30801,37.87777,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2439163,724797,Albany Target,-122.30652,37.88398,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,0,0,0,0,9
ALCO,2439183,843481,Memorial Park Albany,-122.29105,37.89578,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2439198,1004,1413 6th Street,-122.30016,37.87736,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,14
ALCO,2439202,643352,Cerrito Creek Path West,-122.308474,37.897747,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCO,2439208,244485,Gil Tract Farm,-122.29874,37.8866,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,12
ALCO,2439213,729852,Saint Mary''s College Albany,-122.28373,37.88245,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
ALCO,2439220,531414,Cerrito Creekside Park,-122.30538,37.898011,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
ALCO,2439223,418927,Terrace Path,-122.28671,37.88531,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ALCO,2439227,198545,Arlington Ave.,-122.276463,37.898582,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2439229,892163,9th Street Berkeley,-122.2989,37.88269,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,15
ALCO,2439402,419726,Montague Ave Impoundment,-122.1589,37.70966,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
ALCO,2439404,931195,Centennial Park,-122.09685,37.66133,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,1,0,0,0,0,7
ALCO,2439406,738576,2208 San Leandro Blvd,-122.15179,37.71474,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
ALCO,2439427,824629,Crest Ave,-122.1053,37.71063,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50
ALCO,2439453,119953,Old Creek Dog Park,-122.11014,37.68429,CO2,6/16/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
ALCO,2439479,119953,Old Creek Dog Park,-122.11014,37.68429,CO2,6/30/2021,N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,9
ALCO,2439488,967958,Cull Canyon Creek,-122.054642,37.706484,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
ALCO,2439504,482276,Upper Madison Ave Creek,-122.06358,37.71168,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,8
ALCO,2439517,728215,#8 - 4400 Mines Rd. Livermore,-121.71859,37.64847,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7
ALCO,2439525,100064,Almond Park,-121.7402,37.67581,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,5
ALCO,2439611,484895,Bernal Bridge,-121.85521,37.66619,CO2,6/24/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2440766,525968,Chabot Canal,-121.899782,37.681861,CO2,5/4/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,5
ALCO,2440824,100068,Bruno Canziani Park,-121.72545,37.6737,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,7
ALCO,2440829,100086,Murrieta Bridge,-121.78749,37.67713,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
ALCO,2440830,100,St Michaels Cemetery - West,-121.75246,37.678,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
ALCO,2440831,529718,Stewart Canal,-121.98283,37.51661,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ALCO,2440877,839499,Duram Dump,-121.98993,37.49492,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCO,2440890,831584,Mowry End,-122.00973,37.51479,CO2,7/1/2021,N,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ALCO,2440896,386432,Coyote Hills RV Park,-122.072981,37.537216,CO2,7/1/2021,N,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7
ALCO,2440901,6071,Entry Triangle #1,-122.06942,37.53046,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,0,0,0,39
ALCO,2440908,941179,Jarvis Ave x B St,-122.05543,37.54351,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,19
ALCO,2440909,282951,Ohlone,-122.00479,37.51595,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
ALCO,2440910,837524,Plummer marsh,-122.054474,37.512558,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2440911,791912,Coyote Nest,-122.05676,37.53378,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,5
ALCO,2440914,8122,Stevenson Pond,-121.99857,37.50608,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,2,0,0,0,1,0,1,118
ALCO,2440915,689994,Hayward Sewer Outfall,-122.14065,37.64274,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14
ALCO,2440922,446244,West Hayward Sewer,-122.13576,37.63531,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
ALCO,2440925,881164,Seed Lot,-122.13602,37.63228,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ALCO,2440955,922421,Breakwater East,-122.13257,37.62469,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2440956,998612,Dutra Duck - Center West,-122.142727,37.63005,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2440957,926643,Eden Shores Park,-122.09729,37.60982,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2440959,465677,Franks Dump Ditch,-122.15212,37.64935,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2440961,623545,S. Pepsi Drive,-122.0835,37.61045,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2440968,585369,West Winton End,-122.14614,37.64674,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2440975,217882,Depot End,-122.137314,37.637791,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
ALCO,2440980,349677,West Winton Drain,-122.14526,37.64839,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ALCO,2441011,195391,Del Valle Lake - Punta Vaca Camp,-121.682169,37.568257,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
ALCO,2441013,762993,Del Valle Lake - West,-121.696072,37.579521,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
ALCO,2441014,249577,Marlin Park,-121.74647,37.71809,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
ALCO,2441015,100053,Wattenburger Park,-121.745169,37.708606,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
ALCO,2441016,575434,Dalton Pond,-121.731831,37.727177,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2441045,894152,Del Valle - South,-121.69232,37.57696,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080
ALCO,2441048,667934,Arroyo Seco,-121.719346,37.681582,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2441049,243379,Contractor St,-121.736975,37.694353,CO2,7/2/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16
ALCO,2441053,33,Coyote Hills Front Marsh,-122.07814,37.55528,CO2,6/29/2021,N,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,3,0,0,0,1,15
ALCO,2441054,444775,Sorensdale Park,-122.07036,37.64263,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,4
ALCO,2441055,385267,Ward Creek x Groom St,-122.08034,37.66418,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,17
ALCO,2441056,632552,Carols Bee Park,-122.08242,37.68406,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
ALCO,2441057,853961,22575 7th St. Hayward,-122.071175,37.680927,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ALCO,2441058,319346,Garin Park,-122.02857,37.62702,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,68,0,0,0,0,74
ALCO,2441065,7007,Alameda Creek at Dry Creek,-122.036753,37.5877,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,10
ALCO,2441113,128,Aquatic Park South Berkeley,-122.296031,37.852715,CO2,7/1/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,12
ALCO,2441119,7043,Bobwhite Pond,-122.04838,37.58191,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
ALCO,2441127,7071,Casa Verde Pits,-122.06076,37.59666,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4
ALCO,2441132,459951,Fairway Bog,-122.04795,37.62203,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,8
ALCO,2441134,60,Holy Sepulchre Cemetery 1052,-122.06178,37.64886,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,10
ALCO,2441154,997854,Willows Trail Central,-122.07641,37.55783,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,36,43
ALCO,2441177,829887,near Tuibun Canal Coyote Hills,-122.07923,37.55243,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
ALCO,2441266,6000,Coyote Hills: Willow Run,-122.07938,37.55697,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,10,16
ALCO,2441273,6001,Coyote Hills: Old Quarry,-122.08615,37.54965,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,2,21
ALCO,2441274,6069,Dust Trail - Coyote Hills,-122.08791,37.55697,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4
ALCO,2441286,575594,Coyote Hills Visitors Center,-122.091007,37.553048,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,27
ALCO,2441295,168582,37265 Greenpoint Street,-122.023732,37.539485,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
ALCO,2441302,8082,Centralmont Place,-122.01835,37.54356,CO2,6/30/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCO,2441336,975672,1016 66th Ave,-122.19764,37.75902,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ALCO,2441341,937867,Pershing Dr x San Leandro Creek,-122.16158,37.72644,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ALCO,2441349,221962,83rd x Iris,-122.16667,37.76083,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
ALCO,2441355,844458,Alvarado St - San Leandro Creek,-122.16757,37.72666,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
ALCO,2441396,687884,Oakport Marsh,-122.21218,37.75425,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3
ALCO,2441400,313343,Evergreen Cemetery,-122.177396,37.771151,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2441405,561652,Sausal Creek - Josi de la Cruz Park,-122.22614,37.78105,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3
ALCO,2441413,119,Haas Ave,-122.14826,37.731,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ALCO,2441425,367468,Sunrise Mobile Home Park,-121.734964,37.705693,CO2,7/2/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2441432,523252,Western Garden Nursery,-121.84403,37.66428,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2441435,100046,Vulcan Pits,-121.80615,37.66261,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCO,2441441,829189,Vista Flores,-121.851804,37.669227,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,6
ALCO,2441448,100083,Max Baer Park,-121.79708,37.66235,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2441453,167628,Sycamore Grove Trail West,-121.78266,37.64306,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2441457,100076,Alden Lane Nursery,-121.78508,37.65565,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,11
ALCO,2441459,291141,Vineyard Retention Ponds,-121.82244,37.65669,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ALCO,2441460,100074,Mocho Park,-121.78126,37.67402,CO2,6/29/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4
ALCO,2444405,129385,Oro Loma Lazy River,-122.15701,37.66702,CO2,7/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ALCO,2444429,3063,San Leandro Sewer,-122.19431,37.7152,CO2,7/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,17
ALCO,2444432,3027,Tank Farm - East,-122.19984,37.71476,CO2,7/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2444441,592945,Oro Loma Horizontal - Willows,-122.1569,37.66625,CO2,7/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6
ALCO,2444463,6906,Oyster Bay,-122.19097,37.71151,CO2,7/9/2021,N,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,9
ALCO,2444469,111481,Bonaire Park,-122.16175,37.692866,CO2,7/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
ALCO,2444888,298171,Oro Loma Whale Wall,-122.1611,37.66761,CO2,7/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
ALCO,2444889,466188,Dublin Kaiser underground canal,-121.85723,37.70181,CO2,7/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALCO,2444891,373886,Marina Golf Course,-122.184461,37.696719,CO2,7/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,1,0,0,0,0,9
ALCO,2444898,599457,Positano Hills Park Natural Pond,-121.84461,37.72447,CO2,7/9/2021,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18
